name,address,lon,lat,phone,description,english_friendly,japanese_friendly,korean_friendly,mobile_charging,accessibility_friendly,gender_friendly,digital_payment_friendly,vegetarian_friendly,restroom_friendly,fair_trade_friendly,free_wifi,bike_friendly,breastfeeding_friendly,muslim_friendly,menstruation_friendly,friendly_feature_count
鬍鬚張大直北安店,臺北市中山區北安路631號,121.548976,25.08349,02-2532-7592/總公司:02-2298-2185＃232(行企部劉副理),"「鬍鬚張魯肉飯」創立於1960年，秉持『傳統美食，追求幸福』的創業初衷，從路邊攤創起，以發揚台灣美食文化為職志，不斷的做中學，以品質、口味、服務、衛生為基礎，提供安全美味的產品，整潔親切的用餐環境與氛圍的餐廳。
鬍鬚張以「誠信篤實」、「追求卓越」、「顧客滿意」、「永續成長」為經營理念，以「以人為本」、「人才培育」、「賞罰分明」、「成果分享」為管理原則，並致力於『將魯肉飯販賣到全世界都知道』的企業願景實踐。",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
鬍鬚張台北吉林店,臺北市中山區吉林路220號,121.530103,25.059004,02-2531-6407/總公司:02-2298-2185＃232(行企部劉副理),"「鬍鬚張魯肉飯」創立於1960年，秉持『傳統美食，追求幸福』的創業初衷，從路邊攤創起，以發揚台灣美食文化為職志，不斷的做中學，以品質、口味、服務、衛生為基礎，提供安全美味的產品，整潔親切的用餐環境與氛圍的餐廳。
鬍鬚張以「誠信篤實」、「追求卓越」、「顧客滿意」、「永續成長」為經營理念，以「以人為本」、「人才培育」、「賞罰分明」、「成果分享」為管理原則，並致力於『將魯肉飯販賣到全世界都知道』的企業願景實踐。",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
鬍鬚張台北民權店,臺北市中山區民權西路43號,121.521012,25.063002,02-2593-0196/總公司:02-2298-2185＃232(行企部劉副理),"「鬍鬚張魯肉飯」創立於1960年，秉持『傳統美食，追求幸福』的創業初衷，從路邊攤創起，以發揚台灣美食文化為職志，不斷的做中學，以品質、口味、服務、衛生為基礎，提供安全美味的產品，整潔親切的用餐環境與氛圍的餐廳。
鬍鬚張以「誠信篤實」、「追求卓越」、「顧客滿意」、「永續成長」為經營理念，以「以人為本」、「人才培育」、「賞罰分明」、「成果分享」為管理原則，並致力於『將魯肉飯販賣到全世界都知道』的企業願景實踐。",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
鬍鬚張台北興安店,臺北市中山區興安街120號,121.54342,25.055948,02-2501-2989/總公司:02-2298-2185＃232(行企部劉副理),"「鬍鬚張魯肉飯」創立於1960年，秉持『傳統美食，追求幸福』的創業初衷，從路邊攤創起，以發揚台灣美食文化為職志，不斷的做中學，以品質、口味、服務、衛生為基礎，提供安全美味的產品，整潔親切的用餐環境與氛圍的餐廳。
鬍鬚張以「誠信篤實」、「追求卓越」、「顧客滿意」、「永續成長」為經營理念，以「以人為本」、「人才培育」、「賞罰分明」、「成果分享」為管理原則，並致力於『將魯肉飯販賣到全世界都知道』的企業願景實踐。",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
老爺木桶店,臺北市中山區中山北路三段53-7號,121.522891,25.067716,02-2585-6939/0921-067-398,老爺木桶店以製作實用，耐看的台灣檜木桶，浴桶起家，歷經數十年的時光，秉持一貫誠懇與實在的態度，用心設計每件產品，不只站在顧客的角度，更為顧客尋找問題，解決問題。老爺木桶店，自民國80年初開始生產，批發橢圓形（有鋼圈）台灣檜木桶，由於精良的木桶製作技術，在木桶界打了良好的基礎，第，(一)家門市，在民國87年，成立於天母士東市場旁（忠誠路二段）期間將檜木桶的鋼圈改良，(、)不斷研發新的工法，好口碑顧客源源不絕，(。)近幾年，老爺木桶店堅持實在的設計和用料，由早期的橢圓形檜木桶，進化為方形檜木桶（無鋼圈，(、)無煩惱），(、)躺式檜木桶，(、)崁入式方形檜木桶，(、)規格品方形檜木桶(、)客製化方形檜木桶(、)泡腳桶，浴用木椅以及最新的大理石腳座等多種設計(，)真正體貼客戶的心，並獲得多項新樣式專利以及新型專利(。),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
維多麗亞酒店,臺北市中山區敬業四路168號,121.558745,25.084285,"02-8502-0000
行銷公關部劉小姐
不給分機","維多麗亞酒店坐落於台北市中山區大直美麗華購物商圈，鄰近捷運文湖線劍南路站，以十九世紀英國盛世維多麗亞王朝的建築風格元素、英式貴族鐘樓、層次漸變的LED燈光、英式風情戶外花園及泳池畔花園，創造出時尚、古典的多樣風貌。

酒店內設有96間寬敞舒適客房及套房，3間主題餐廳包括N°168 PRIME牛排館、la FESTA義大利餐廳、雙囍中餐廳、以及會議室、宴會廳、健身房、游泳池、戶外花園等休閒設施，提供國內、外旅客最佳的住宿環境。",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,11
雙囍中餐廳,臺北市中山區敬業四路168號2樓,121.558745,25.084285,"02-6602-5672
行銷公關部劉小姐
不給分機",以營造充滿喜悅歡樂、雙囍臨門的幸福感為名的「雙囍」中餐廳，是以粵菜為底的多元中式料理餐廳，嚴選頂級鮑翅參肚、新鮮直送活魚、有機農場新鮮時蔬等優質新鮮食材，傳承中式料理的經典精神與原創性、創造精緻粵式風華，展現主廚極致精湛技藝，成就細膩講究的多元中式料理，演繹出味覺與視覺兼具的美味饗宴。,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,9
N∘168 PRIME牛排館(大直本館),臺北市中山區敬業四路168號4樓,121.558745,25.084285,"02-6602-5678
行銷公關部劉小姐
不給分機","* 2018 N∘168 PRIME牛排館 獲選台北米其林指南 推薦餐廳*
以維多麗亞酒店地址「168號」命名的「N∘168PRIME牛排館」，是一間自然簡約風格的專業牛排料理餐廳，強調Casual Fine Dining的餐飲特色。N∘168 PRIME牛排館開幕至今八年，憑藉著優異的餐飲水平、細心的服務態度以及典雅精緻的戶外花園，說服許多美食饕客慕名而來，也因此業績連續多年在市場名列前茅，以新穎的牛排料理技術，活潑親切的飲食設計，帶給客人更完美的用餐體驗。",1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,9
la FESTA 義大利餐廳,臺北市中山區敬業四路168號2樓,121.558745,25.084285,"02-6602-5671
行銷公關部劉小姐
不給分機",la FESTA是極少數經義大利官方組織Ospitalita' Italian 認證為「全球正統義大利餐廳」，強調食材新鮮、高品質與手工現做料理，為結合義大利料理融入生活美學的展現，以最能凸顯食材原汁原味的地中海烹調方式，大量選用海鮮、蔬菜、水果、五穀雜糧和橄欖油為食材，不以重鹹的醬汁或鹽巴，採用天然食材原料調味方式將食材本身的鮮美全面提升，保有義大利料理傳統精神與原創性，以獨特手法顛覆傳統創造革新，成就當代義大利美食料理。,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,9
黑橋牌-長安門市,臺北市中山區長安東路二段86號,121.534358,25.048328,02-2517-8164/02-22983155#203張副課,"黑橋牌食品於1957年成立，因率先將舊時台灣市面上乾鹹的廣式臘腸，改良為現今甜潤多汁的台灣風味，獨創的香腸滋味在台灣炮而紅，成立至今已超過六十年，每逢年節皆可看見店舖大排長龍的搶購盛況，不僅開創台灣香腸的美食傳奇，更奠定現今台灣香腸第一品牌的口碑。
店內除了販售十多種款式的香腸，更提供多種口味的豬肉乾、牛肉乾、手炒肉酥等美味肉品，全部都是來台必買的美食。近年推出的脆片肉乾、條子肉乾、肉酥餅乾等廣受年輕顧客喜愛，也成為黑橋牌暢銷人氣商品。
黑橋牌門市多次接獲海內外媒體採訪，香港美食家蔡瀾也曾率團到店選購，黑豬肉香腸、黑豬肉乾、香腸肉包是招牌推薦品，店內並提供鳳梨酥、綠豆糕等各式台灣特產，是來台必訪的特產名店。",1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4
"新純香 Guestea 
シンジュンコウ",臺北市中山區中山北路一段105巷13-1號1樓,121.523308,25.050795,02-2543-2932,新純香茶行自1981年1月1日創立，目前由第二代王昭瓔經營，因為他秉持著母親留下來的誠懇與善心用心經營並用奉茶的精神來款待每個顧客。有著現代與傳統的結合。選茶烘茶獨具匠心，又具新式經營思考，可謂傳統茶心與現代精神的兼容並蓄。顧客們每次上門品茗，都能享受忙中偷閒輕鬆自在並讓路過進來的每位顧客都猶如回家中，找到心安頓之所。正因為這種溫馨懇切的待客風格，使得許多顧客再度光臨，有時還帶來日本當地的名產相贈，其亦客亦友的互動關係，足令店中的來客羡慕不已。,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
里仁大直北安店,臺北市中山區北安路598號,121.548886,25.081776,02-2532-1767/02-77146168#80514(總公司陳'S),1988年里仁開張，決心要做「該做但還沒有人做的事」。提供以誠信契作支持和鼓勵農友，栽植無農藥化肥的純淨蔬果來友善環境，也尋找願意還原食物本味、恢復環境清靜的淳厚廠商，近年更積極以產品包材減塑支持淨塑。 里仁產品開發堅持自然、健康、平實。主要產品包括有機或轉型農產品、少或無添加物的食品，不含基改成份，以本土有機為優先，支持綠保生態並關懷弱勢。,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
里仁-南京伊通店,台北市中山區南京東路二段180號,121.535245,25.051826,02-2517-6307/02-8712-2678/02-77146168#80514(總公司陳'S),1988年里仁開張，決心要做「該做但還沒有人做的事」。提供以誠信契作支持和鼓勵農友，栽植無農藥化肥的純淨蔬果來友善環境，也尋找願意還原食物本味、恢復環境清靜的淳厚廠商，近年更積極以產品包材減塑支持淨塑。 里仁產品開發堅持自然、健康、平實。主要產品包括有機或轉型農產品、少或無添加物的食品，不含基改成份，以本土有機為優先，支持綠保生態並關懷弱勢。,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
北海道活魷魚,臺北市中山區遼寧街54號1樓,121.54216,25.050239,0918-716-192,台北市 遼寧街夜市裡面的三代老店，歡迎大家前來品嚐傳統美味小吃。,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,6
泊咖啡,臺北市中山區一江街25號1樓,121.531619,25.053176,02-2521-0214,座落台北市中山區一江公園對面的個性小店，擁有自家烘培配方咖啡豆與精緻自製點心，愉悅輕鬆的環境，真心歡迎每一位客人。,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,5
HUKI富氣水產,臺北市中山區遼寧街57號,121.542241,25.048959,02-2740-8641,雖是居酒屋，但與一般傳統居酒屋不同，店內設有活缸，養著當季最鮮美活海鮮、現點現做。,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,5
蜀留香正宗重慶手工酸辣粉,臺北市中山區民權東路二段92巷1弄6號一樓,121.531854,25.061499,0932-296-486,一家重慶麵食的小吃館,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,4
闊佬,臺北市中山區樂群二路198號,121.558869,25.079685,02-8502-5857,"我們的大老闆來自產地直送的海鮮大盤商，所以我們闊佬shabu shabu的食材都是第一手頂級的食材、新鮮海鮮直達店面，我們的用心只希望呈現最好品質給您。

不論春夏秋冬，熱愛吃鍋的您，闊佬不僅給您新鮮彈牙的活海鮮，更有精緻的肉品等著您來享用。

我們擁有明亮的用餐空間，您不論約會，聚餐，都會讓您享受我們一等的服務。

闊佬，您身邊的火鍋行家",1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,7
紅記珠寶有限公司,臺北市中山區林森北路109號1樓,121.525049,25.050428,02-2523-0122,"紅記珠寶於1987年成立，在地經營至今32年，於104年重新登記為現在的名字，最主要的理念是希冀展現出女性不凡的氣度與貴氣。

紅記珠寶高貴不貴，除了高價位的產品項目之外，也有符合年輕族群需求，平價又親民的珠寶，讓更多人了解珠寶的美好。

紅記珠寶的商標於視覺上以鳳凰來儀的姿態，結合紅寶石般的底蘊色彩與行隸體的《紅》字，創造出優雅的線條與莊嚴的美感。",1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,9
朝晨商號,臺北市中山區松江路362巷9號1樓,121.532572,25.062044,02-2567-7955,"台日式早午餐舖

主要販售：
1.碳烤三明治
2.紅茶牛乳、紅茶、咖啡
3.漢堡
4.熱壓吐司
5.日式丼飯定食(每日11:00 am提供)

提供外帶與外送服務
外送平台服務(Uber Eats/foodpanda)請搜尋「朝晨商號」
配合「中央疫情指揮中心」實施「實聯制」",1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,8
台北御珍,臺北市中山區長春路199號,121.538223,25.054827,02-2518-0162,"堅持手作，秉持傳統工法

位於台北市中山區長春路199號1樓，秉持傳統手工製作，不斷創新研發，採用植物性奶油，低油低糖、甜而不膩、符合健康標準，卻不失食物的風味，更是素食者的最佳點心。

台北御珍成立於96年，楊師傅秉持師傅的教誨，製作產品前、我們都會先想過這個食物我們自己是否願意食用，同理顧客的感受，對待每一位客人都是當作自己家的人一樣，是我們對於產品的堅持，謹守傳統工法，以健康為訴求，不添加化學添加物，用心製作傳統點心，讓屬於食材最真實的味道呈現出來，因此堅持手工製作，還原最真實的味道。",0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,5
植健身,臺北市中山區中山北路一段33巷25號,121.523028,25.048565,02-2522-1152,"如果您想尋找一家
交通方便又好訓練的台北市健身房，
那沒有比植健身更合適的選擇了。
位於市區內最便利繁華的地段，

卻又在靜巷中遠離喧囂，

使用最頂級的健身器材
ROGUE、CYBEX、Life Fitness、
Hammer Strength、UESAKA，
並提供Wi-Fi、淋浴、免治馬桶、
免費密碼置物櫃、飲水機以及休息區，
你可以在植健身完成所有的訓練。",1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,9
嗨糖日式可麗餅,臺北市中山區南京西路12巷13弄7號,121.521784,25.051712,02-2511-8776,"HiSugar : 嗨糖 日式可麗餅

外送下午茶.辦公室下午茶.

台北市下午茶外送.會議點心.

下午茶甜點.辦公室點心.

中山甜點.中山美食.クレープ.crepe

嗨糖Facebook 

https://www.facebook.com/Hisugar.cc

嗨糖Line搜尋@hisugar.cc
嗨糖Line連結",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
梁記嘉義雞肉飯,臺北市中山區興亞里松江路90巷19號1樓,121.530449,25.050615,02-2563-4671,延續嘉義的古早味雞肉飯，​​​​​​​民國64年於台北成立梁記嘉義雞肉飯。,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
第一化粧品廠南京旗艦店,臺北市中山區南京東路二段36號,121.529371,25.051879,"02-2581-1100
總公司：03-3961234#109
Millie",第一化粧品承襲第一化工五十年的專業原料知識，創立口碑第一的「de第一化粧品」。從傳統臺北大稻埕商圈的天水路發跡，歷經千辛打造優質適價台灣品牌之路，堅持將「自然‧簡單‧無負擔」的品牌精神落實發揚─「原料自然‧配方簡單‧產品親肌無負擔」；以化粧品原料專家為基礎，堅持台灣自產自銷，並輔以環保可回收包材及舒適無壓的購物環境，所以客戶都能親身體驗專業優質產品與服務所帶來的平價奢華享受。,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
城市綠洲股份有限公司臺北分公司,臺北市中山區中山北路一段21號,121.521272,25.048656,02-2564-3702,城市綠洲與您共享山林歲月秉持著希望能夠建立起【城市裡的綠洲，解都會生活的渴】帶領大家走向戶外為經營理念而創立。綠洲店內綜合各項戶外活動用品，包括登山、露營、自行車、 水上用品…,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,5
福隆棉紙廠有限公司,臺北市中山區長春路89號,121.528228,25.054993,02-2537-6771,"東方書畫紙專門店～～質地上乘，宜書宜畫（紙中之王）（紙壽千年），從地靈人傑，山明水秀的《埔里》誕生出宣紙的世家，梳理ㄧ木ㄧ枝的千絲萬縷。蒸、煮、沖、曬、漂、漿。造就出特種精良紙張，供毛筆書畫的手工紙，平滑柔韌，細膩勻薄洁白耐久，吸墨性強之特性。
白紙高洁素雅、色紙斑斕清奇，書寫作畫、裱褙包裝，紙幅卷出無限想像。一日一張，靈思婆娑歲月綿長。",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3
